Week,DFI_Arrival Date,Name,Type 1 Attendances,Total attendances,Attendances,Breaches,Within,4 Hour Performance
25/02/2015,25/02/2015,Cambridge University Hospitals NHS Foundation Trust,1755,1755,1755,260,1495,0.852
25/02/2015,25/02/2015,Ipswich Hospital NHS Trust,1445,1445,1445,68,1377,0.953
25/02/2015,25/02/2015,Mid Essex Hospital Services NHS Trust,1558,1603,1603,294,1309,0.817
25/02/2015,25/02/2015,The Princess Alexandra Hospital NHS Trust,1627,1627,1627,338,1289,0.792
25/02/2015,25/02/2015,East And North Hertfordshire NHS Trust,1765,2228,2228,102,2126,0.954
01/02/2015,01/02/2015,Cambridge University Hospitals NHS Foundation Trust,1841,1841,1841,340,1501,0.815
01/02/2015,01/02/2015,Ipswich Hospital NHS Trust,1482,1482,1482,98,1384,0.934
01/02/2015,01/02/2015,Mid Essex Hospital Services NHS Trust,1514,1569,1569,386,1183,0.754
01/02/2015,01/02/2015,The Princess Alexandra Hospital NHS Trust,1683,1717,1717,340,1377,0.802
01/02/2015,01/02/2015,East And North Hertfordshire NHS Trust,1745,2254,2254,205,2049,0.909
08/02/2015,08/02/2015,Cambridge University Hospitals NHS Foundation Trust,1819,1819,1819,218,1601,0.88
08/02/2015,08/02/2015,Ipswich Hospital NHS Trust,1579,1579,1579,124,1455,0.921
08/02/2015,08/02/2015,Mid Essex Hospital Services NHS Trust,1473,1522,1522,316,1206,0.792
08/02/2015,08/02/2015,The Princess Alexandra Hospital NHS Trust,1719,1759,1759,173,1586,0.902
08/02/2015,08/02/2015,East And North Hertfordshire NHS Trust,1797,2313,2313,176,2137,0.924
15/02/2015,15/02/2015,Cambridge University Hospitals NHS Foundation Trust,1952,1952,1952,490,1462,0.749
15/02/2015,15/02/2015,Ipswich Hospital NHS Trust,1574,1574,1574,78,1496,0.95
15/02/2015,15/02/2015,Mid Essex Hospital Services NHS Trust,1556,1606,1606,289,1317,0.82
15/02/2015,15/02/2015,The Princess Alexandra Hospital NHS Trust,1751,1786,1786,233,1553,0.87
15/02/2015,15/02/2015,East And North Hertfordshire NHS Trust,1911,2449,2449,239,2210,0.902
22/02/2015,22/02/2015,Cambridge University Hospitals NHS Foundation Trust,1910,1910,1910,417,1493,0.782
22/02/2015,22/02/2015,Ipswich Hospital NHS Trust,1436,1436,1436,65,1371,0.955
22/02/2015,22/02/2015,Mid Essex Hospital Services NHS Trust,1552,1584,1584,317,1267,0.8
22/02/2015,22/02/2015,The Princess Alexandra Hospital NHS Trust,1642,1692,1692,135,1557,0.92
22/02/2015,22/02/2015,East And North Hertfordshire NHS Trust,1786,2295,2295,143,2152,0.938
01/03/2015,01/03/2015,Cambridge University Hospitals NHS Foundation Trust,1987,1987,1987,510,1477,0.743
01/03/2015,01/03/2015,Ipswich Hospital NHS Trust,1509,1509,1509,88,1421,0.942
01/03/2015,01/03/2015,Mid Essex Hospital Services NHS Trust,1655,1718,1718,399,1319,0.768
01/03/2015,01/03/2015,The Princess Alexandra Hospital NHS Trust,1759,1784,1784,326,1458,0.817
01/03/2015,01/03/2015,East And North Hertfordshire NHS Trust,1991,2548,2548,93,2455,0.964
08/03/2015,08/03/2015,Cambridge University Hospitals NHS Foundation Trust,1939,1939,1939,472,1467,0.75657555440949
08/03/2015,08/03/2015,Ipswich Hospital NHS Trust,1519,1519,1519,44,1475,0.97103357472021
08/03/2015,08/03/2015,Mid Essex Hospital Services NHS Trust,1643,1694,1694,213,1481,0.87426210153483
08/03/2015,08/03/2015,The Princess Alexandra Hospital NHS Trust,1794,1840,1840,422,1418,0.77065217391304
08/03/2015,08/03/2015,East And North Hertfordshire NHS Trust,1986,2571,2571,175,2396,0.9319330999611
15/03/2015,15/03/2015,Cambridge University Hospitals NHS Foundation Trust,2035,2035,2035,436,1599,0.78574938574939
15/03/2015,15/03/2015,Ipswich Hospital NHS Trust,1495,1495,1495,36,1459,0.97591973244147
15/03/2015,15/03/2015,Mid Essex Hospital Services NHS Trust,1779,1823,1823,340,1483,0.8134942402633
15/03/2015,15/03/2015,The Princess Alexandra Hospital NHS Trust,1745,1792,1792,200,1592,0.88839285714286
15/03/2015,15/03/2015,East And North Hertfordshire NHS Trust,1942,2469,2469,69,2400,0.97205346294046
22/03/2015,22/03/2015,Cambridge University Hospitals NHS Foundation Trust,2084,2084,2084,509,1575,0.75575815738964
22/03/2015,22/03/2015,Ipswich Hospital NHS Trust,1520,1520,1520,22,1498,0.98552631578947
22/03/2015,22/03/2015,Mid Essex Hospital Services NHS Trust,1731,1791,1791,368,1423,0.79452819653825
22/03/2015,22/03/2015,The Princess Alexandra Hospital NHS Trust,1787,1845,1845,185,1660,0.89972899728997
22/03/2015,22/03/2015,East And North Hertfordshire NHS Trust,1967,2570,2570,140,2430,0.94552529182879
29/03/2015,29/03/2015,Cambridge University Hospitals NHS Foundation Trust,1986,1986,1986,420,1566,0.78851963746224
29/03/2015,29/03/2015,Ipswich Hospital NHS Trust,1605,1605,1605,42,1563,0.97383177570093
29/03/2015,29/03/2015,Mid Essex Hospital Services NHS Trust,1609,1655,1655,414,1241,0.74984894259819
29/03/2015,29/03/2015,The Princess Alexandra Hospital NHS Trust,1739,1782,1782,150,1632,0.91582491582492
29/03/2015,29/03/2015,East And North Hertfordshire NHS Trust,2009,2164,2164,149,2015,0.931146025878
